cosponsor,sponsor,bill
"Rep. Duncan, Jeff [R-SC]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Ferguson, A. Drew, IV [R-GA]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Long, Billy [R-MO]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Mooney, Alexander X. [R-WV]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Norman, Ralph [R-SC]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Rose, John W. [R-TN]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Clyde, Andrew S. [R-GA]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Baird, James R. [R-IN]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Grothman, Glenn [R-WI]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Joyce, John [R-PA]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Wittman, Robert J. [R-VA]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Harris, Andy [R-MD]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Steube, W. Gregory [R-FL]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Cole, Tom [R-OK]","Rep. Hice, Jody B. [R-GA]",HR 877
"Rep. Chu, Judy [D-CA]","Rep. Huffman, Jared [D-CA]",HR 878
"Rep. Carbajal, Salud O. [D-CA]","Rep. Huffman, Jared [D-CA]",HR 878
"Rep. Guthrie, Brett [R-KY]","Rep. Jayapal, Pramila [D-WA]",HR 879
"Rep. Norman, Ralph [R-SC]","Rep. Duncan, Jeff [R-SC]",HR 88
"Rep. Budd, Ted [R-NC]","Rep. Duncan, Jeff [R-SC]",HR 88
"Rep. LaMalfa, Doug [R-CA]","Rep. Duncan, Jeff [R-SC]",HR 88
"Rep. Gaetz, Matt [R-FL]","Rep. Duncan, Jeff [R-SC]",HR 88
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Duncan, Jeff [R-SC]",HR 88
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Kelly, Robin L. [D-IL]",HR 880
"Rep. Moore, Gwen [D-WI]","Rep. Kelly, Robin L. [D-IL]",HR 880
"Del. Plaskett, Stacey E. [D-VI]","Rep. Kelly, Robin L. [D-IL]",HR 880
"Rep. Raskin, Jamie [D-MD]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Underwood, Lauren [D-IL]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Speier, Jackie [D-CA]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Moore, Gwen [D-WI]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Davis, Danny K. [D-IL]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Del. Plaskett, Stacey E. [D-VI]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Swalwell, Eric [D-CA]","Rep. Kelly, Robin L. [D-IL]",HR 881
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Kelly, Robin L. [D-IL]",HR 882
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Kelly, Robin L. [D-IL]",HR 882
"Rep. Moore, Gwen [D-WI]","Rep. Kelly, Robin L. [D-IL]",HR 882
"Rep. Davis, Danny K. [D-IL]","Rep. Kelly, Robin L. [D-IL]",HR 882
"Del. Plaskett, Stacey E. [D-VI]","Rep. Kelly, Robin L. [D-IL]",HR 882
"Rep. Murphy, Stephanie N. [D-FL]","Rep. LaHood, Darin [R-IL]",HR 883
"Rep. Beyer, Donald S., Jr. [D-VA]","Rep. Larsen, Rick [D-WA]",HR 884
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Larsen, Rick [D-WA]",HR 884
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Larsen, Rick [D-WA]",HR 884
"Rep. Carson, Andre [D-IN]","Rep. Larsen, Rick [D-WA]",HR 884
"Rep. Balderson, Troy [R-OH]","Rep. Lawrence, Brenda L. [D-MI]",HR 885
"Rep. Quigley, Mike [D-IL]","Rep. Lawrence, Brenda L. [D-MI]",HR 885
"Rep. Joyce, John [R-PA]","Rep. Lawrence, Brenda L. [D-MI]",HR 885
"Rep. Rush, Bobby L. [D-IL]","Rep. Lee, Barbara [D-CA]",HR 886
"Rep. Carson, Andre [D-IN]","Rep. Lee, Barbara [D-CA]",HR 886
"Rep. Meng, Grace [D-NY]","Rep. Lee, Barbara [D-CA]",HR 886
"Rep. Sires, Albio [D-NJ]","Rep. Lee, Barbara [D-CA]",HR 886
"Rep. Hayes, Jahana [D-CT]","Rep. Lee, Barbara [D-CA]",HR 886
"Rep. Chu, Judy [D-CA]","Rep. Lieu, Ted [D-CA]",HR 887
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Lieu, Ted [D-CA]",HR 887
"Rep. Mooney, Alexander X. [R-WV]","Rep. Miller, Carol D. [R-WV]",HR 888
"Rep. McKinley, David B. [R-WV]","Rep. Miller, Carol D. [R-WV]",HR 888
"Rep. Huizenga, Bill [R-MI]","Rep. Miller, Carol D. [R-WV]",HR 888
"Rep. Griffith, H. Morgan [R-VA]","Rep. Miller, Carol D. [R-WV]",HR 888
"Rep. Allen, Rick W. [R-GA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Aderholt, Robert B. [R-AL]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Lesko, Debbie [R-AZ]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. LaMalfa, Doug [R-CA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Lamborn, Doug [R-CO]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Gaetz, Matt [R-FL]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Posey, Bill [R-FL]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Webster, Daniel [R-FL]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Hice, Jody B. [R-GA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Baird, James R. [R-IN]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Guthrie, Brett [R-KY]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Moolenaar, John R. [R-MI]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Guest, Michael [R-MS]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Foxx, Virginia [R-NC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Bishop, Dan [R-NC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Budd, Ted [R-NC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Chabot, Steve [R-OH]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Jordan, Jim [R-OH]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Latta, Robert E. [R-OH]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Stivers, Steve [R-OH]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Perry, Scott [R-PA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Keller, Fred [R-PA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Joyce, John [R-PA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Wilson, Joe [R-SC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Norman, Ralph [R-SC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Rice, Tom [R-SC]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. DesJarlais, Scott [R-TN]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Jackson, Ronny [R-TX]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Cline, Ben [R-VA]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Gallagher, Mike [R-WI]","Rep. Owens, Burgess [R-UT]",HR 889
"Rep. Norman, Ralph [R-SC]","Rep. Duncan, Jeff [R-SC]",HR 89
"Rep. Budd, Ted [R-NC]","Rep. Duncan, Jeff [R-SC]",HR 89
"Rep. Gaetz, Matt [R-FL]","Rep. Duncan, Jeff [R-SC]",HR 89
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Duncan, Jeff [R-SC]",HR 89
"Rep. Timmons, William R. IV [R-SC]","Rep. Duncan, Jeff [R-SC]",HR 89
"Rep. Fitzpatrick, Brian K. [R-PA]","Rep. Quigley, Mike [D-IL]",HR 890
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Quigley, Mike [D-IL]",HR 890
"Rep. Boyle, Brendan F. [D-PA]","Rep. Quigley, Mike [D-IL]",HR 890
"Rep. Phillips, Dean [D-MN]","Rep. Quigley, Mike [D-IL]",HR 890
"Rep. Lawson, Al, Jr. [D-FL]","Rep. Quigley, Mike [D-IL]",HR 890
"Rep. Stivers, Steve [R-OH]","Rep. Rice, Kathleen M. [D-NY]",HR 891
"Rep. Bilirakis, Gus M. [R-FL]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Mullin, Markwayne [R-OK]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. McKinley, David B. [R-WV]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Walberg, Tim [R-MI]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Burgess, Michael C. [R-TX]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Chabot, Steve [R-OH]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Garcia, Mike [R-CA]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Gallagher, Mike [R-WI]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Kelly, Mike [R-PA]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Perry, Scott [R-PA]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Wagner, Ann [R-MO]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Hern, Kevin [R-OK]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Bucshon, Larry [R-IN]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Upton, Fred [R-MI]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Hudson, Richard [R-NC]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Taylor, Van [R-TX]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Grothman, Glenn [R-WI]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Amodei, Mark E. [R-NV]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Latta, Robert E. [R-OH]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Long, Billy [R-MO]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Rouzer, David [R-NC]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Newhouse, Dan [R-WA]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Kinzinger, Adam [R-IL]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Curtis, John R. [R-UT]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Smith, Jason [R-MO]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Murphy, Gregory [R-NC]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Stefanik, Elise M. [R-NY]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Balderson, Troy [R-OH]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Bergman, Jack [R-MI]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Hartzler, Vicky [R-MO]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Young, Don [R-AK]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Guthrie, Brett [R-KY]","Rep. McMorris Rodgers, Cathy [R-WA]",HR 892
"Rep. Brooks, Mo [R-AL]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. DesJarlais, Scott [R-TN]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. Biggs, Andy [R-AZ]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. Burchett, Tim [R-TN]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. Steube, W. Gregory [R-FL]","Rep. Rose, John W. [R-TN]",HR 893
"Rep. Gosar, Paul A. [R-AZ]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Duncan, Jeff [R-SC]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Harris, Andy [R-MD]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Roy, Chip [R-TX]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Norman, Ralph [R-SC]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Clyde, Andrew S. [R-GA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Moore, Barry [R-AL]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Hice, Jody B. [R-GA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Gohmert, Louie [R-TX]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Greene, Marjorie Taylor [R-GA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. LaMalfa, Doug [R-CA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Mooney, Alexander X. [R-WV]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Good, Bob [R-VA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Gibbs, Bob [R-OH]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Jackson, Ronny [R-TX]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Perry, Scott [R-PA]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Steube, W. Gregory [R-FL]","Rep. Rosendale Sr., Matthew M. [R-MT]",HR 894
"Rep. Vela, Filemon [D-TX]","Rep. Rouzer, David [R-NC]",HR 895
"Rep. Babin, Brian [R-TX]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Davidson, Warren [R-OH]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Budd, Ted [R-NC]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Steube, W. Gregory [R-FL]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Hice, Jody B. [R-GA]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Perry, Scott [R-PA]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Stewart, Chris [R-UT]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Crenshaw, Dan [R-TX]","Rep. Roy, Chip [R-TX]",HR 896
"Rep. Underwood, Lauren [D-IL]","Rep. Ruiz, Raul [D-CA]",HR 898
"Rep. Duncan, Jeff [R-SC]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Gaetz, Matt [R-FL]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Biggs, Andy [R-AZ]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Norman, Ralph [R-SC]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Roy, Chip [R-TX]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Hice, Jody B. [R-GA]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Burchett, Tim [R-TN]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Boebert, Lauren [R-CO]","Rep. Massie, Thomas [R-KY]",HR 899
"Rep. Brooks, Mo [R-AL]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Norman, Ralph [R-SC]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Budd, Ted [R-NC]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Weber, Randy K., Sr. [R-TX]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Gaetz, Matt [R-FL]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Williams, Roger [R-TX]","Rep. Duncan, Jeff [R-SC]",HR 90
"Rep. Neguse, Joe [D-CO]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Scanlon, Mary Gay [D-PA]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL]","Rep. Speier, Jackie [D-CA]",HR 900
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Vela, Filemon [D-TX]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Blumenauer, Earl [D-OR]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Tlaib, Rashida [D-MI]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Carson, Andre [D-IN]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Hayes, Jahana [D-CT]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Cohen, Steve [D-TN]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Pressley, Ayanna [D-MA]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Lee, Barbara [D-CA]","Rep. Speier, Jackie [D-CA]",HR 900
"Del. San Nicolas, Michael F. Q. [D-GU]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Gomez, Jimmy [D-CA]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Newman, Marie [D-IL]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Khanna, Ro [D-CA]","Rep. Speier, Jackie [D-CA]",HR 900
"Rep. Rice, Kathleen M. [D-NY]","Rep. Stivers, Steve [R-OH]",HR 902
"Rep. DeLauro, Rosa L. [D-CT]","Rep. Thompson, Bennie G. [D-MS]",HR 903
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Thompson, Bennie G. [D-MS]",HR 903
"Rep. DeFazio, Peter A. [D-OR]","Rep. Thompson, Bennie G. [D-MS]",HR 903
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Thompson, Bennie G. [D-MS]",HR 903
"Rep. Roybal-Allard, Lucille [D-CA]","Rep. Thompson, Bennie G. [D-MS]",HR 903
"Rep. Neguse, Joe [D-CO]","Rep. Bergman, Jack [R-MI]",HR 905
